text,asin
"Bluetooth has nice range. Bass is incredible if I firmly hold pressure on them into my ears. Bass is okay once I let go. I can't tell any difference as far as noise cancelling. Of course I hear less noise because something is pressed into my ears, but I can't tell that they are actually suppressing additional noise. I have not used them for any phone conversations yet, but all other features seem to work good. Battery life is good. So far I am on approx 5 hours since charging. (approx 45 mins a day at gym). For the money they are awesome",B01G8JO5F2
they don't stay in my ears good. I've tried all the different covers...the foam ones do the best for me. The battery life is good however there is no warning of when its getting ready to die. The sound is great.,B01G8JO5F2
Sound quality really poor,B01G8JO5F2
"These are awesome...I know most will compare to Beats, but these are sweat proof, sound great, have a decent battery life and are a fraction of the cost..",B01G8JO5F2
easy to use. Sounds great for the money,B01G8JO5F2
Excellent product.....I'm very happy with it.,B01G8JO5F2
"Every time I buy a new pair, the quality of these get worse and worse.<br /><br />These used to be the best headphones, but now they're crap",B01G8JO5F2
The product felt apart right after I tried to charge the second time. Literally the charge ear output crumbled.,B01G8JO5F2
Big disappointment... I bought these headphones b/c the apple buds are really uncomfortable and I needed something that would tend to stay in my ears while being active. While bulky the earbuds were comfortable and for the most part stayed put while riding my bike which was a nice surprise. Things went downhill from there really quick as I noticed the sound quality was far from great.. the bass is absolutely dreadful. The speakers crack and distort with the slightest bit of bass and that's a real disappointment. These headphones are just about useless if it can't play music with reasonable sound quality. Will be requesting refund.<br /><br />I'm surprised by the 5 star reviews honestly... I read through a lot of them before buying but I'm starting to think that maybe these were fake reviews now.<br /><br />Don't buy this product if sound quality means anything to you.,B01G8JO5F2
"Ear loops were loose on my ears (I'm a big guy with big ears) and the right speaker started cutting out within 2 weeks.<br />You really only get what you pay for with these, pay a bit more to get something that might actually last a while!",B01G8JO5F2
Great product. Sounds good.,B01G8JO5F2
"Battery didn’t last super long, and they fell apart within 2 months.",B01G8JO5F2
Great ear buds for the money. My second pair. 1st lasted about a year with tons of use in the gym and at work.,B01G8JO5F2
I usually buy Senheiser and tried this based on price and reviews.  You get what you pay for.  This is a very cheap product that feels and sounds CHEAP,B01G8JO5F2
"Fantastic bluetooth headphones! Great battery life!<br />I listen to music all day with them and they stay charged the whole time.<br />I have weird ear canals and many eardbuds/headphones occasionally fall out; with the over the ear they don't get far.<br /><br />The only downside is the strap the connects the two sides was tightly bound with a rubber band during shipping and it's permanently kinked, that means the strap snags on clothing when I turn my head. (Pencil is pointing at the kink in the photo)",B01G8JO5F2
"Borrowed my husband's and loved them, so I had to get a pair!!",B01G8JO5F2
"Well right off the top when i opened of the package i was pleased with the ear hooks and dimensions of the product i like the way the plugs curve into my ear for snug listening... and the sound is full and bold my only dislike is the cellphone card wallet the width of it is not feasibly functional ...but the gesture was not under appreciated ...ill find a use for it THANKS SENSO....and in closing I'll run a pun intended statement ""Wow those ActivBuds S-250 from SENSO are SENSATIONAL !!!",B01G8JO5F2
I was looking for wireless headphones to use on the bus and while mowing my lawn.  These have excellent sound quality and battery life.  They are well worth the money.,B01G8JO5F2
"First set lasted only 3 months. Manufacturer replaced these. Second set lasted almost 9 months. Manufacturer refused to replace unit or help fix the issue due to the fact that I contacted them 10 days past original purchase date warranty period. The issues with the second pair started before the warranty ended, I just never had the time to message them. Figured since it was just a few days past, they would still help me out. Guess not. They offered me a 5% coupon instead which I felt like a slap in the face since it would only save me about a $1.25. They also take long to respond back to messages. Save yourself some time and buy a high quality pair like I am going to do now.",B01G8JO5F2
